Name,Hash,Id,Tag,Rarity,Tier,Type,Source,Category,Element,Ammo,Power,Archetype,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Holofoil,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Persistence,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Ammo Generation,Heat Generated,Cooling Efficiency,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17,Perks 18
Succession,2731922624,"""6917530193965513504""",,Legendary,4,Sniper Rifle,brave,KineticSlot,Kinetic,special,455,Aggressive Frame,Range,5,Vault,false,false,false,8,28,,90,48,90,93,50,0,0,0,34,72,35,3,26,0,0,0,0,0,0,0,0,4,50,0,0,false,0,11,,,,Aggressive Frame*,Chambered Compensator*,Fluted Barrel,Accurized Rounds*,Alloy Magazine,Harmony*,Reconstruction,Focused Fury*,Snapshot Sights,Indomitability*,Kill Tracker,Tier 5: Range*,,,,,,,
Sullen Claw,1085743380,"""6917530197230006348""",,Legendary,5,Sword,dungeon,Power,Void,heavy,550,Lightweight Frame,Impact,4,Vault,false,false,false,8,28,,0,0,64,0,0,0,0,0,0,0,0,84,0,0,0,0,40,72,62,80,0,0,0,0,0,false,0,1,,,,Lightweight Frame*,Hungry Edge*,Enduring Blade,Honed Edge,Heavy Guard*,Swordmaster's Guard,Proximity Power,Impromptu Ammunition,Eager Edge*,Destabilizing Rounds,Bait and Switch,Sword Logic*,Imperial Allegiance*,Kill Tracker,Tier 5: Impact*,Infamous Sullen Claw*,Roguish Bolts*,,
Sullen Claw,1085743380,"""6917530197230010156""",,Legendary,5,Sword,dungeon,Power,Void,heavy,550,Lightweight Frame,Impact,1,Vault,false,false,false,8,28,,0,0,60,0,0,0,0,0,0,0,0,87,0,0,0,0,50,41,43,80,0,0,0,0,0,false,0,0,,,,Lightweight Frame*,Enduring Blade*,Honed Edge,Jagged Edge,Balanced Guard*,Swordmaster's Guard,Repulsor Brace*,Impromptu Ammunition,Eager Edge,Assassin's Blade*,Bait and Switch,Counterattack,Imperial Allegiance*,Kill Tracker,Tier 1: Impact*,Infamous Sullen Claw*,Roguish Bolts*,,
Sullen Claw,1085743380,"""6917530197230012104""",,Legendary,5,Sword,dungeon,Power,Void,heavy,550,Lightweight Frame,Impact,1,Hunter(542),false,false,false,8,28,,0,0,64,0,0,0,0,0,0,0,0,80,0,0,0,0,52,41,41,80,0,0,0,0,0,false,0,8,,"00002:Dungeon,Stasis",,Lightweight Frame*,Honed Edge*,Jagged Edge,Tempered Edge,Balanced Guard*,Burst Guard,Impromptu Ammunition,Eager Edge*,Vorpal Weapon,Whirlwind Blade,Assassin's Blade*,Counterattack,Imperial Allegiance*,Kill Tracker,Synergy*,Tier 1: Impact*,Infamous Sullen Claw*,Roguish Bolts*,
Sunshot,2907129557,"""6917530189718320136""",favorite,Exotic,0,Hand Cannon,,Energy,Solar,primary,537,Sunburn,,10,Vault,true,false,false,1,1,,100,60,80,41,14,0,0,0,45,150,72,12,91,0,0,0,0,0,0,0,0,27,53,0,0,false,0,373,,,,Sunburn*,Chambered Compensator*,Accurized Rounds*,Sun Blast*,Textured Grip*,Kill Tracker,,,,,,,,,,,,,
Sunshot,2907129557,"""6917530194560713626""",,Exotic,0,Hand Cannon,,Energy,Solar,primary,300,Sunburn,,10,Vault,true,false,false,1,1,,100,60,80,41,14,0,0,0,45,150,72,12,91,0,0,0,0,0,0,0,0,27,53,0,0,false,0,0,,,,Sunburn*,Chambered Compensator*,Accurized Rounds*,Sun Blast*,Textured Grip*,Kill Tracker,,,,,,,,,,,,,
Sunshot,2907129557,"""6917530196105601976""",,Exotic,0,Hand Cannon,,Energy,Solar,primary,300,Sunburn,,10,Vault,true,false,false,1,1,,100,60,80,41,14,0,0,0,45,150,72,12,91,0,0,0,0,0,0,0,0,27,53,0,0,false,0,31,,,,Sunburn*,Chambered Compensator*,Accurized Rounds*,Sun Blast*,Textured Grip*,Kill Tracker,,,,,,,,,,,,,
SUROS Regime,2856683562,"""6917530195201587155""",,Exotic,0,Auto Rifle,,KineticSlot,Kinetic,primary,533,SUROS Legacy,,10,Vault,false,false,false,1,3,,50,68,21,55,16,0,0,0,58,600,73,27,64,0,0,0,0,0,0,0,0,31,90,0,0,false,0,0,suros,,,SUROS Legacy*,Hammer-Forged Rifling*,Tactical Mag*,Spinning Up*,Dual Speed Receiver,Hand-Laid Stock*,Kill Tracker,,,,,,,,,,,,
Survivor's Epitaph,4059111040,"""6917530193872789908""",,Legendary,4,Hand Cannon,dungeon,KineticSlot,Kinetic,primary,461,Precision Frame,Range,5,Vault,false,false,false,8,28,,100,74,78,37,14,0,0,0,56,180,27,16,55,0,0,0,0,0,0,0,0,45,47,0,0,false,0,0,tex-mechanica,,,Precision Frame*,Arrowhead Brake*,Fluted Barrel,Extended Mag*,Alloy Magazine,Rapid Hit*,Eye of the Storm,Kill Clip*,Adagio,Roar of Battle*,Tex Balanced Stock,Kill Tracker,Tier 5: Range*,,,,,,
Sweet Business,1345867570,"""6917530191590590118""",,Exotic,0,Auto Rifle,,KineticSlot,Kinetic,primary,329,Payday,,10,Vault,true,false,false,1,1,,100,80,18,35,16,0,0,0,55,360,0,150,5,0,0,0,0,0,0,0,0,32,80,0,0,false,0,0,,,,Payday*,Polygonal Rifling*,Armor-Piercing Rounds*,Business Time*,Composite Stock*,Kill Tracker,,,,,,,,,,,,,
Syncopation-53,2856514843,"""6917530196134557035""",,Legendary,0,Pulse Rifle,engram,KineticSlot,Stasis,primary,540,Adaptive Frame,Reload Speed,4,Warlock(504),false,false,false,5,16,,89,66,29,51,19,0,0,0,79,390,46,36,41,0,0,0,0,0,0,0,0,14,45,0,0,false,0,0,suros,,,Adaptive Frame*,Chambered Compensator*,Fluted Barrel,Ricochet Rounds*,Light Mag,Hip-Fire Grip*,Headseeker*,Suros Synergy*,Kill Tracker,Tier 4: Reload Speed*,,,,,,,,,
Tarnished Mettle,2218569744,"""6917530195199908421""",,Legendary,0,Scout Rifle,plunder,Energy,Arc,primary,527,Lightweight Frame,Handling,2,Vault,false,false,false,5,18,,52,73,60,40,20,0,0,0,33,200,53,17,68,0,0,0,0,0,0,0,0,18,49,0,0,false,0,0,,,,Lightweight Frame*,Hammer-Forged Rifling*,Smallbore,Appended Mag*,Tactical Mag,Demolitionist*,Explosive Payload*,Right Hook*,Kill Tracker,Tier 2: Handling*,,,,,,,,,
Tatara Gaze,2531614757,"""6917530193264895798""",,Legendary,3,Sniper Rifle,blackarmory,Energy,Arc,special,411,Aggressive Frame,Handling,2,Vault,false,false,false,8,28,,79,49,90,81,50,0,0,0,35,72,37,3,47,0,0,0,0,0,0,0,0,4,45,0,0,false,0,0,,,,Aggressive Frame*,Fluted Barrel*,Full Bore,Accurized Rounds*,Steady Rounds,Impromptu Ammunition*,Snapshot Sights,Mega Kill Clip*,Voltshot,Forge's Kin*,Kill Tracker,Tier 2: Handling*,New Age Black Armory*,,,,,,
Tatara Gaze,2531614757,"""6917530198244453992""",,Legendary,4,Sniper Rifle,blackarmory,Energy,Arc,special,550,Aggressive Frame,Stability,4,Vault,false,false,false,8,28,,100,49,90,71,50,0,0,0,40,72,48,4,42,0,0,0,0,0,0,0,0,4,45,0,0,false,0,0,,,,Aggressive Frame*,Arrowhead Brake*,Full Bore,Tactical Mag*,Alloy Magazine,Rewind Rounds*,Discord,Mega Kill Clip*,Triple Tap,Forge's Kin*,Kill Tracker,Tier 4: Stability*,,,,,,,
Telesto,2208405142,"""6917530195201591123""",,Exotic,0,Fusion Rifle,,Energy,Void,special,537,Unplanned Reprieve,,10,Vault,false,false,false,1,2,,66,46,85,35,20,0,0,0,79,0,80,4,62,833,0,0,0,0,0,0,0,9,55,0,0,false,0,0,,,,Unplanned Reprieve*,Projection Fuse*,Harbinger's Pulse*,Polymer Grip*,Kill Tracker,,,,,,,,,,,,,,
Tempered Dynamo,2274706510,"""6917530193055989853""",,Legendary,3,Fusion Rifle,monumentoftriumph,Energy,Arc,special,395,Aggressive Frame,Reload Speed,1,Vault,false,false,false,8,28,,90,65,90,52,15,0,0,0,57,0,35,5,33,667,0,0,0,0,0,0,0,8,30,0,0,false,0,0,,,,Aggressive Frame*,Chambered Compensator*,Extended Barrel,Accelerated Coils*,Enhanced Battery,Backup Plan*,Overflow,Rampage*,Closing Time,Forge's Kin*,Kill Tracker,Tier 1: Reload Speed*,New Age Black Armory*,,,,,,
Tempered Dynamo,2274706510,"""6917530193057930729""",,Legendary,4,Fusion Rifle,monumentoftriumph,Energy,Arc,special,492,Aggressive Frame,Handling,10,Vault,true,false,false,8,28,,80,65,90,62,15,0,0,0,57,0,40,7,57,653,0,0,0,0,0,0,0,8,30,0,0,false,0,3,,,,Aggressive Frame*,Corkscrew Rifling*,Hammer-Forged Rifling,Accelerated Coils*,Enhanced Battery,Rewind Rounds*,Opening Shot,Rampage,Jolting Feedback*,Forge's Kin*,Kill Tracker,Backup Mag*,Masterworked: Handling*,New Age Black Armory*,,,,,
Tempered Dynamo,2274706510,"""6917530193281366466""",,Legendary,3,Fusion Rifle,monumentoftriumph,Energy,Arc,special,413,Aggressive Frame,Stability,2,Vault,false,false,false,8,28,,90,65,90,62,15,0,0,0,49,0,34,5,28,667,0,0,0,0,0,0,0,8,30,0,0,false,0,0,,,,Aggressive Frame*,Extended Barrel*,Polygonal Rifling,Accelerated Coils*,Particle Repeater,Backup Plan*,Kickstart,Kill Clip*,Discord,Forge's Kin*,Kill Tracker,Tier 2: Stability*,New Age Black Armory*,,,,,,
Tempered Dynamo,2274706510,"""6917530195148068143""",,Legendary,3,Fusion Rifle,monumentoftriumph,Energy,Arc,special,538,Aggressive Frame,Reload Speed,1,Vault,false,false,false,8,28,,80,65,95,67,15,0,0,0,37,0,15,7,33,667,0,0,0,0,0,0,0,8,30,0,0,false,0,0,,,,Aggressive Frame*,Full Bore*,Hammer-Forged Rifling,Ionized Battery*,Particle Repeater,Backup Plan*,Opening Shot,Rampage*,Jolting Feedback,Forge's Kin*,Kill Tracker,Tier 1: Reload Speed*,House of Meyrin*,,,,,,
Temptation's Hook,3977827673,"""6917530193260728619""",,Legendary,3,Sword,heresy,Power,Arc,heavy,397,Caster Frame,Impact,1,Vault,true,false,false,8,28,,0,0,62,0,0,0,0,0,0,0,0,62,0,0,0,0,50,40,40,40,0,0,0,0,0,false,0,0,,,,Caster Frame*,Honed Edge*,Tempered Edge,Balanced Guard*,Burst Guard,Tireless Blade*,Duelist's Trance,Jolting Feedback*,Whirlwind Blade,Paracausal Fluid*,Kill Tracker,Tier 1: Impact*,,,,,,,
Temptation's Hook,3977827673,"""6917530195720090999""",,Legendary,3,Sword,heresy,Power,Arc,heavy,540,Caster Frame,Impact,4,Vault,true,false,false,8,28,,0,0,60,0,0,0,0,0,0,0,0,69,0,0,0,0,50,40,40,40,0,0,0,0,0,false,0,66,,,,Caster Frame*,Enduring Blade*,Jagged Edge,Balanced Guard*,Swordmaster's Guard,Relentless Strikes*,Attrition Orbs,Jolting Feedback*,Assassin's Blade,Paracausal Fluid*,Kill Tracker,Tier 5: Impact*,,,,,,,
Temptation's Hook,3977827673,"""6917530196239507362""",,Legendary,3,Sword,heresy,Power,Arc,heavy,540,Caster Frame,Impact,4,Titan(542),false,true,false,8,28,,0,0,64,0,0,0,0,0,0,0,0,62,0,0,0,0,50,80,20,40,0,0,0,0,0,false,0,0,,,,Caster Frame*,Honed Edge*,Tempered Edge,Burst Guard*,Swordmaster's Guard,Relentless Strikes*,Sharp Harvest,Chain Reaction*,En Garde,Paracausal Fluid*,Kill Tracker,Tier 5: Impact*,,,,,,,
Temptation's Hook,3977827673,"""6917530197269419061""",,Legendary,5,Sword,heresy,Power,Arc,heavy,550,Caster Frame,Impact,4,Vault,true,false,false,8,28,,0,0,62,0,0,0,0,0,0,0,0,66,0,0,0,0,50,41,63,40,0,0,0,0,0,false,0,0,,,,Caster Frame*,Hungry Edge*,Tempered Edge,Balanced Guard*,Swordmaster's Guard,Tireless Blade*,Relentless Strikes,Duelist's Trance,Chain Reaction*,Rolling Storm,Assassin's Blade,Paracausal Fluid*,Kill Tracker,Tier 5: Impact*,Triumphant Pulse*,,,,
Terminus Horizon,3814261872,"""6917530198103355320""",,Legendary,5,Machine Gun,dungeon,Power,Arc,heavy,550,High-Impact Frame,Handling,2,Vault,false,false,false,8,28,,100,35,70,64,17,0,0,0,25,360,26,55,52,0,0,0,0,0,0,0,0,17,48,0,0,false,0,0,tex-mechanica,,,High-Impact Frame*,Arrowhead Brake*,Smallbore,Alloy Magazine,Appended Mag*,Fourth Time's the Charm,Trickle Charge*,Feeding Frenzy,Jolting Feedback*,Mega Kill Clip,Target Lock,Tex Balanced Stock*,Kill Tracker,Tier 2: Handling*,Triumphant Pulse*,,,,
Terminus Horizon,3814261872,"""6917530198139023221""",,Legendary,5,Machine Gun,dungeon,Power,Arc,heavy,550,High-Impact Frame,Range,4,Vault,false,false,false,8,28,,74,35,70,74,17,0,0,0,31,360,6,59,43,0,0,0,0,0,0,0,0,27,48,0,0,false,0,0,tex-mechanica,,,High-Impact Frame*,Corkscrew Rifling*,Polygonal Rifling,Extended Mag*,Armor-Piercing Rounds,Meganeura*,Fourth Time's the Charm,Trickle Charge,Gear Shift*,Jolting Feedback,Target Lock,Tex Balanced Stock*,Kill Tracker,Tier 4: Range*,Triumphant Pulse*,,,,
Tessellation,3561203890,"""6917530189706969507""",favorite,Exotic,0,Fusion Rifle,deluxe,Energy,Kinetic,special,550,Property: Undecidable,,,Vault,true,false,false,6,22,,75,44,70,51,15,0,0,0,59,0,32,6,33,667,0,0,0,0,0,0,0,9,33,0,0,false,0,19,,,,Property: Undecidable*,Polygonal Rifling*,Projection Fuse*,Property: Irreducible*,Composite Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,
The Call,3947966653,"""6917530197247966838""",,Legendary,5,Sidearm,paleheart,KineticSlot,Strand,special,550,Micro-Missile Frame,Blast Radius,10,Vault,false,false,false,7,24,,75,70,0,0,18,62,61,0,40,100,42,18,40,0,0,0,0,0,0,0,0,14,25,0,0,crafted,59,1691,,"00002:INMORTAL - NOX,Prismatic",,Micro-Missile Frame*,Volatile Launch*,Appended Mag*,Slice*,Chaos Reshaped*,Dealer's Choice*,Kill Tracker,Backup Mag*,,,,,,,,,,,
The Chaperone,3413860062,"""6917530194355662752""",,Exotic,0,Shotgun,exoticquest,KineticSlot,Kinetic,special,502,Precision Slug,,,Vault,false,false,false,2,4,,50,70,66,100,12,0,0,0,30,87,30,7,80,0,0,0,0,0,0,0,0,1,65,0,0,false,0,37,tex-mechanica,00001:Prismatic,,Precision Slug*,Hammer-Forged Rifling*,Accurized Rounds*,The Roadborn*,Hand-Laid Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,
The Colony,3899270607,"""6917530195201585010""",,Exotic,0,Grenade Launcher,,Power,Void,heavy,527,Insectoid Robot Grenades,,10,Vault,false,false,false,1,2,,80,60,0,0,13,35,35,0,90,140,70,7,85,0,0,0,0,0,0,0,0,24,70,0,0,false,0,0,veist,,,Insectoid Robot Grenades*,Linear Compensator*,High-Velocity Rounds*,Serve the Colony*,Composite Stock*,Kill Tracker,,,,,,,,,,,,,
The Deicide,1517780158,"""6917530196248732670""",,Legendary,5,Shotgun,engram,Energy,Arc,special,540,Rapid-Fire Frame,Handling,5,Vault,false,false,false,8,28,,62,66,65,38,12,0,0,0,32,140,45,8,29,0,0,0,0,0,0,0,0,12,51,0,0,false,0,0,,,,Rapid-Fire Frame*,Rifled Barrel*,Corkscrew Rifling,Extended Mag*,Steady Rounds,Slideshot*,Light Touch,Threat Detector,One-Two Punch*,Voltshot,Butterfly,Fail-deadly*,Nadir Focus,Kill Tracker,Tier 5: Handling*,Triumphant Pulse*,,,
The Enigma,2595497736,"""6917530195176309502""",,Legendary,0,Glaive,campaign,Energy,Void,special,540,Adaptive Glaive,,,Vault,true,false,false,5,16,,0,61,80,70,0,0,0,0,0,55,40,7,35,0,0,0,0,0,0,0,35,5,45,0,0,crafted,1,177,,,,Adaptive Glaive*,Ballistic Tuning*,Alloy Magazine*,Tilting at Windmills*,Unrelenting*,Psychohack*,Kill Tracker,Backup Mag*,Gambit Memento*,,,,,,,,,,
The Helmsman,2325078119,"""6917530195837746409""",,Legendary,5,Sniper Rifle,monumentoftriumph,Energy,Arc,special,550,High-Impact Frame,Stability,1,Vault,true,false,false,8,28,,89,59,90,71,25,0,0,0,39,72,19,8,37,0,0,0,0,0,0,0,0,4,43,0,0,false,0,2,field-forged,,,High-Impact Frame*,Chambered Compensator*,Smallbore,Accurized Rounds*,Appended Mag,No Distractions*,Light Touch,Lone Wolf,Box Breathing*,Closing Time,Vorpal Weapon,Roar of Battle*,Field-Tested,Kill Tracker,Tier 1: Stability*,Triumphant Pulse*,,,
The Hothead,1692372662,"""6917530193979703767""",,Legendary,3,Rocket Launcher,monumentoftriumph,Power,Arc,heavy,459,Adaptive Frame,Blast Radius,1,Vault,false,false,false,8,28,,75,67,0,0,20,36,82,0,45,20,45,1,47,0,0,0,0,0,0,0,0,8,34,0,0,false,0,0,,,,Adaptive Frame*,Hard Launch*,Smart Drift Control,Implosion Rounds*,Impact Casing,Reconstruction*,Impulse Amplifier,Aggregate Charge,Bait and Switch*,Problem Solver*,Vanguard Determination,Kill Tracker,Tier 1: Blast Radius*,,,,,,
The Hothead (Adept),1866778462,"""6917530193260725294""",,Legendary,0,Rocket Launcher,nightfall,Power,Arc,heavy,397,Adaptive Frame,Reload Speed,1,Vault,false,false,false,4,15,,75,67,0,0,20,45,72,0,40,20,46,1,47,0,0,0,0,0,0,0,0,8,34,0,0,false,0,0,,,,Adaptive Frame*,Hard Launch*,Impact Casing*,Tracking Module*,Clown Cartridge*,Stunning Recovery*,Vanguard's Vindication,Kill Tracker,Tier 1: Reload Speed*,,,,,,,,,,
The Huckleberry,2286143274,"""6917530194254871385""",,Exotic,0,Submachine Gun,,KineticSlot,Kinetic,primary,478,Ride the Bull,,10,Vault,false,false,false,1,3,,100,49,22,53,15,0,0,0,51,750,0,42,86,0,0,0,0,0,0,0,0,33,100,0,0,false,0,505,tex-mechanica,,,Ride the Bull*,Fluted Barrel*,Ricochet Rounds*,Rampage*,Short-Action Stock*,Kill Tracker,Huckleberry Catalyst*,,,,,,,,,,,,
The Jade Rabbit,3844694310,"""6917530191379503775""",,Exotic,0,Scout Rifle,,KineticSlot,Kinetic,primary,328,The Fate of All Fools,,10,Vault,true,false,false,1,2,,100,60,67,85,20,0,0,0,50,150,54,15,21,0,0,0,0,0,0,0,0,29,30,0,0,false,0,0,daito,,,The Fate of All Fools*,Polygonal Rifling*,High-Caliber Rounds*,Shoot to Loot*,Firefly*,Kill Tracker,,,,,,,,,,,,,
The Lament,3487253372,"""6917530195793773949""",,Exotic,0,Sword,europa,Power,Solar,heavy,540,Banshee's Wail,,,Hunter(542),false,false,false,4,12,,0,0,78,0,0,0,0,0,0,0,0,65,0,0,0,0,20,50,90,40,0,0,0,0,0,false,0,51,,,,Banshee's Wail*,Jagged Edge*,Enduring Guard*,Tireless Blade*,Revved Consumption*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,
The Palindrome,739029152,"""6917530193798351593""",,Legendary,2,Hand Cannon,monumentoftriumph,Energy,Arc,primary,440,Adaptive Frame,Stability,2,Vault,false,false,false,8,28,,98,79,84,50,14,0,0,0,65,140,27,13,65,0,0,0,0,0,0,0,0,31,50,0,0,false,0,0,,,,Adaptive Frame*,Fluted Barrel*,Hammer-Forged Rifling,Extended Mag*,Alloy Magazine,Explosive Payload*,Rolling Storm*,Problem Solver*,Vanguard Determination,Wild Card,Kill Tracker,Tier 2: Stability*,,,,,,,
The Palindrome,3303271523,"""6917530193954045115""",,Legendary,2,Hand Cannon,,Energy,Arc,primary,450,Adaptive Frame,Range,10,Warlock(504),false,false,false,8,28,,100,79,84,72,14,0,0,0,60,140,49,10,62,0,0,0,0,0,0,0,0,21,50,0,0,false,0,0,,,,Adaptive Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Accurized Rounds*,Steady Rounds,Explosive Payload*,Rolling Storm*,Accelerated Assault*,Problem Solver,Vanguard Determination,Kill Tracker,Masterworked: Range*,,,,,,,
The Palindrome,739029152,"""6917530193981531578""",,Legendary,3,Hand Cannon,monumentoftriumph,Energy,Arc,primary,459,Adaptive Frame,Stability,1,Vault,false,false,false,8,28,,100,79,84,50,14,0,0,0,69,140,47,12,45,0,0,0,0,0,0,0,0,21,50,0,0,false,0,0,,,,Adaptive Frame*,Chambered Compensator*,Smallbore,Appended Mag*,Steady Rounds,Explosive Payload*,Outlaw,Rolling Storm*,Opening Shot,Problem Solver*,Vanguard Determination,Wild Card,Kill Tracker,Tier 1: Stability*,,,,,
The Palindrome,739029152,"""6917530193985747989""",,Legendary,4,Hand Cannon,monumentoftriumph,Energy,Arc,primary,461,Adaptive Frame,Handling,1,Vault,false,false,false,8,28,,98,79,84,68,14,0,0,0,64,140,47,10,56,0,0,0,0,0,0,0,0,21,50,0,0,false,0,0,,,,Adaptive Frame*,Corkscrew Rifling*,Fluted Barrel,Accurized Rounds*,Steady Rounds,Explosive Payload*,Lone Wolf,Magnificent Howl*,Opening Shot,Problem Solver*,Vanguard Determination,Wild Card,Kill Tracker,Tier 1: Handling*,,,,,
The Palindrome,739029152,"""6917530197727040651""",,Legendary,5,Hand Cannon,monumentoftriumph,Energy,Arc,primary,550,Adaptive Frame,Handling,1,Vault,false,false,false,8,28,,100,79,84,50,14,0,0,0,69,140,49,12,47,0,0,0,0,0,0,0,0,21,50,0,0,false,0,0,,,,Adaptive Frame*,Chambered Compensator*,Extended Barrel,Appended Mag*,Steady Rounds,Explosive Payload*,Supercharged Magazine,Collective Demolition,Rolling Storm*,Magnificent Howl,Voltshot,Problem Solver*,Vanguard Determination,Wild Card,Kill Tracker,Tier 1: Handling*,Triumphant Pulse*,,
The Palindrome,739029152,"""6917530198276668996""",,Legendary,4,Hand Cannon,monumentoftriumph,Energy,Arc,primary,550,Adaptive Frame,Reload Speed,3,Vault,false,false,false,8,28,,100,79,84,73,14,0,0,0,58,140,50,10,41,0,0,0,0,0,0,0,0,21,50,0,0,false,0,0,,,,Adaptive Frame*,Extended Barrel*,Smallbore,Accurized Rounds*,Appended Mag,Explosive Payload*,Supercharged Magazine,Rolling Storm*,Master of Arms,Problem Solver*,Vanguard Determination,Wild Card,Kill Tracker,Tier 3: Reload Speed*,,,,,
The Prospector,3549153979,"""6917530191173030652""",,Exotic,0,Grenade Launcher,,Power,Arc,heavy,310,Excavation,,10,Vault,true,false,false,1,1,,75,60,0,0,13,25,55,0,45,165,5,6,45,0,0,0,0,0,0,0,0,15,30,0,0,false,0,0,tex-mechanica,,,Excavation*,Volatile Launch*,Augmented Drum*,Full Auto Trigger System*,Hand-Laid Stock*,Kill Tracker,,,,,,,,,,,,,
The Prospector,3549153979,"""6917530195196521758""",,Exotic,0,Grenade Launcher,,Power,Arc,heavy,527,Excavation,,10,Vault,false,false,false,1,1,,75,60,0,0,13,25,55,0,45,165,5,6,45,0,0,0,0,0,0,0,0,15,30,0,0,false,0,61,tex-mechanica,,,Excavation*,Volatile Launch*,Augmented Drum*,Full Auto Trigger System*,Hand-Laid Stock*,Kill Tracker,,,,,,,,,,,,,
The Queenbreaker,2044500762,"""6917530194368228321""",,Exotic,0,Linear Fusion Rifle,,Power,Arc,heavy,499,Wire Rifle,,10,Vault,true,false,false,2,4,,80,60,41,50,25,0,0,0,90,0,60,6,35,633,0,0,0,0,0,0,0,18,90,0,0,false,0,406,,,,Wire Rifle*,Marksman Sights,Combat Sights*,Enhanced Battery*,Hip-Fire Grip,Quickdraw*,Fitted Stock*,Kill Tracker,The Queenbreaker Catalyst*,,,,,,,,,,
The Ringing Nail,3326135421,"""6917530193051919869""",,Legendary,3,Auto Rifle,monumentoftriumph,Energy,Solar,primary,392,Precision Frame,Stability,2,Vault,false,false,false,8,28,,79,37,29,76,16,0,0,0,58,450,47,33,36,0,0,0,0,0,0,0,0,10,50,0,0,false,0,0,,,,Precision Frame*,Extended Barrel*,Hammer-Forged Rifling,Ricochet Rounds*,Flared Magwell,Dragonfly*,Incandescent,Sword Logic*,Firefly,Forge's Kin*,Kill Tracker,Tier 2: Stability*,Satou Tribe*,,,,,,
The Ringing Nail,3326135421,"""6917530193080580525""",,Legendary,3,Auto Rifle,monumentoftriumph,Energy,Solar,primary,404,Precision Frame,Handling,1,Vault,true,false,false,8,28,,69,37,29,61,16,0,0,0,51,450,27,39,62,0,0,0,0,0,0,0,0,20,50,0,0,false,0,0,,,,Precision Frame*,Fluted Barrel*,Hammer-Forged Rifling,Extended Mag*,Flared Magwell,Incandescent*,Keep Away,Burning Ambition*,Disruption Break,Forge's Kin*,Kill Tracker,Tier 1: Handling*,New Age Black Armory*,,,,,,
The Ringing Nail,3326135421,"""6917530193283134062""",,Legendary,3,Auto Rifle,monumentoftriumph,Energy,Solar,primary,412,Precision Frame,Reload Speed,3,Vault,false,false,false,8,28,,69,37,29,71,16,0,0,0,61,450,50,33,51,0,0,0,0,0,0,0,0,10,50,0,0,false,0,0,,,,Precision Frame*,Corkscrew Rifling*,Hammer-Forged Rifling,Ricochet Rounds*,Light Mag,Rewind Rounds*,Keep Away,Onslaught*,Burning Ambition,Forge's Kin*,Kill Tracker,Tier 3: Reload Speed*,New Age Black Armory*,,,,,,
The Ringing Nail,3326135421,"""6917530197081461224""",,Legendary,5,Auto Rifle,monumentoftriumph,Energy,Solar,primary,550,Precision Frame,Range,10,Hunter(542),true,false,false,8,28,,69,37,29,82,16,0,0,0,57,450,54,45,56,0,0,0,0,0,0,0,0,10,50,0,0,false,0,3504,,"00002:Dungeon,Gambit",,Precision Frame*,Corkscrew Rifling*,Fluted Barrel,Alloy Magazine,Appended Mag*,Dragonfly,Incandescent*,Onslaught,Burning Ambition*,Forge's Kin*,Kill Tracker,Backup Mag*,Masterworked: Range*,,,,,,
The Ringing Nail,3326135421,"""6917530197457799536""",,Legendary,4,Auto Rifle,monumentoftriumph,Energy,Solar,primary,550,Precision Frame,Reload Speed,1,Vault,false,false,false,8,28,,69,37,29,73,16,0,0,0,46,450,50,37,46,0,0,0,0,0,0,0,0,10,50,0,0,false,0,0,,,,Precision Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Appended Mag*,High-Caliber Rounds,Incandescent*,Heal Clip,Burning Ambition*,Disruption Break,Forge's Kin*,Kill Tracker,Tier 1: Reload Speed*,,,,,,,
The Ringing Nail,3326135421,"""6917530198121157878""",,Legendary,4,Auto Rifle,monumentoftriumph,Energy,Solar,primary,550,Precision Frame,Reload Speed,1,Vault,false,false,false,8,28,,69,37,29,61,16,0,0,0,52,450,48,33,62,0,0,0,0,0,0,0,0,10,50,0,0,false,0,0,,,,Precision Frame*,Fluted Barrel*,Smallbore,Alloy Magazine*,Armor-Piercing Rounds,Incandescent*,Impromptu Ammunition,Burning Ambition*,Firefly,Forge's Kin*,Kill Tracker,Tier 1: Reload Speed*,,,,,,,
